Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Homologous recombination	22/41	4.955403e-03	1.428057e-01	0	0	2.358068e+00	1.251492e+01	MUS81;BARD1;TOP3B;BLM;MRE11;ABRAXAS1;XRCC3;RPA1;RPA2;BRCC3;PALB2;RAD54B;RAD52;SEM1;RAD50;RAD51C;POLD1;RPA3;RAD54L;ATM;SSBP1;SYCP3
KEGG_2021_Human	Steroid biosynthesis	12/20	1.178761e-02	3.113894e-01	0	0	3.052636e+00	1.355586e+01	SQLE;EBP;NSDHL;CYP51A1;CYP2R1;SC5D;DHCR24;MSMO1;HSD17B7;LIPA;LSS;TM7SF2
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	19/37	1.569882e-02	3.828098e-01	0	0	2.148832e+00	8.926614e+00	ADSL;GOT1;GLS2;GFPT2;GPT2;GFPT1;GOT2;ASNS;ASRGL1;GLS;ALDH4A1;GLUD1;GLUD2;CPS1;ADSS1;ADSS2;RIMKLA;RIMKLB;NIT2
KEGG_2021_Human	Nucleotide excision repair	22/47	3.350351e-02	7.586153e-01	0	0	1.791328e+00	6.083538e+00	RFC5;RFC3;RFC4;RFC1;RFC2;XPA;RPA1;RPA2;GTF2H3;BIVM-ERCC5;DDB1;POLE4;ERCC3;ERCC4;POLD1;ERCC1;RPA3;POLE3;ERCC8;ERCC5;ERCC6;MNAT1
KEGG_2021_Human	Peroxisome	35/82	4.149551e-02	8.255581e-01	0	0	1.516379e+00	4.825376e+00	ABCD2;ABCD3;MVK;PEX11A;ECI2;PEX11B;MPV17L2;HSD17B4;CROT;PEX26;SCP2;PRDX1;PMVK;NUDT19;HACL1;MPV17;NUDT12;PHYH;EPHX2;ECH1;IDH2;PEX10;PEX1;DHRS4;SOD1;PEX7;SLC25A17;PEX3;EHHADH;AGPS;PEX5;PXMP2;PXMP4;SLC27A2;PAOX
KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	4/5	4.350116e-02	8.255581e-01	0	0	8.134729e+00	2.550211e+01	GLUD1;GLUD2;GLS2;GLS
KEGG_2021_Human	Protein export	12/23	4.427283e-02	8.255581e-01	0	0	2.219601e+00	6.919350e+00	IMMP1L;OXA1L;SEC61A1;SPCS3;IMMP2L;SPCS2;SPCS1;SEC61G;SRPRB;SEC61B;SEC11C;SEC63
KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	28/66	6.820604e-02	9.999967e-01	0	0	1.499828e+00	4.027371e+00	AARS1;KARS1;PARS2;YARS2;FARS2;NARS1;QARS1;NARS2;IARS2;IARS1;EARS2;RARS2;HARS1;MARS2;GATC;DARS2;GATB;QRSL1;DARS1;WARS2;SEPSECS;SARS1;SARS2;EPRS1;LARS1;TARS2;TARS3;TARS1
KEGG_2021_Human	Spliceosome	58/150	8.181109e-02	9.999967e-01	0	0	1.283919e+00	3.214089e+00	TCERG1;RBM25;DDX46;EIF4A3;DDX42;HNRNPU;PRPF19;PQBP1;SNRPD1;DHX15;SNRPD3;TXNL4A;BCAS2;CTNNBL1;RBM17;NCBP1;NCBP2;THOC1;THOC3;THOC2;PRPF4;SRSF2;SRSF3;PPIH;RP9;SNRPF;SRSF5;SRSF6;SRSF7;SRSF8;SNRPB;SF3B5;DDX5;RBM8A;SRSF1;SNU13;PUF60;TRA2B;TRA2A;SNRPB2;HNRNPA1;SF3A3;HSPA8;PPIL1;PRPF38A;CCDC12;ALYREF;HSPA2;MAGOHB;LSM4;U2SURP;LSM2;LSM7;SNRNP40;LSM6;PRPF31;HNRNPA1L2;RBMX
KEGG_2021_Human	Citrate cycle (TCA cycle)	14/30	8.283177e-02	9.999967e-01	0	0	1.780182e+00	4.434332e+00	FH;PDHA1;MDH1;IDH3G;IDH2;PDHB;SDHA;PC;SUCLA2;IDH3B;SUCLG2;ACO1;DLAT;IDH3A
KEGG_2021_Human	Vitamin B6 metabolism	4/6	9.660304e-02	9.999967e-01	0	0	4.067061e+00	9.505312e+00	PHOSPHO2;PSAT1;PNPO;PDXP
KEGG_2021_Human	Propanoate metabolism	15/34	1.162648e-01	9.999967e-01	0	0	1.606063e+00	3.456063e+00	BCKDHA;ECHS1;BCKDHB;ACAT2;HADHA;MCEE;ALDH6A1;SUCLA2;PCCA;EHHADH;DBT;PCCB;SUCLG2;ACADS;HIBCH
KEGG_2021_Human	Intestinal immune network for IgA production	20/48	1.302592e-01	9.999967e-01	0	0	1.453232e+00	2.962019e+00	CD86;ITGA4;CD80;HLA-DMA;HLA-DMB;CD40LG;CCR9;CD28;HLA-DPB1;TNFRSF17;HLA-DRA;HLA-DOA;ICOS;HLA-DOB;CCL28;CCR10;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Fatty acid degradation	18/43	1.408896e-01	9.999967e-01	0	0	1.464741e+00	2.870568e+00	GCDH;ACADVL;ACAA2;ECHS1;ECI1;ECI2;ACADSB;ACAT2;ADH5;ALDH3A2;HADHA;ALDH1B1;CYP2U1;EHHADH;ACSBG1;HADH;ACADS;ALDH9A1
KEGG_2021_Human	Fatty acid elongation	12/27	1.441112e-01	9.999967e-01	0	0	1.627222e+00	3.152205e+00	HADHA;HACD1;ACAA2;ECHS1;MECR;ELOVL4;ACOT2;ACOT1;ELOVL6;ELOVL7;HADH;HACD2
KEGG_2021_Human	Arginine biosynthesis	10/22	1.540908e-01	9.999967e-01	0	0	1.694887e+00	3.169801e+00	GLUD1;ARG2;GLUD2;GOT1;CPS1;GLS2;GPT2;GOT2;NAGS;GLS
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	13/30	1.553824e-01	9.999967e-01	0	0	1.555436e+00	2.896014e+00	MDH1;SHMT2;SHMT1;ACAT2;GCSH;GRHPR;MCEE;PCCA;AFMID;PCCB;PGP;HYI;ACO1
KEGG_2021_Human	Pyrimidine metabolism	22/56	1.927972e-01	9.999967e-01	0	0	1.316267e+00	2.166729e+00	DTYMK;DUT;RRM1;NME2;NUDT2;CTPS2;NME3;CTPS1;DCK;NME1;DHODH;NME1-NME2;NT5C;NT5C3B;NT5E;UCK2;NME7;CMPK1;NT5M;NT5C1B-RDH14;UMPS;DCTPP1
KEGG_2021_Human	Mannose type O-glycan biosynthesis	10/23	1.957443e-01	9.999967e-01	0	0	1.564395e+00	2.551443e+00	B3GALNT2;B4GALT2;B4GAT1;POMT1;POMK;RXYLT1;POMGNT2;LARGE1;LARGE2;FKTN
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	10/23	1.957443e-01	9.999967e-01	0	0	1.564395e+00	2.551443e+00	GLUD1;SLC9A3;GLUD2;MDH1;GLS2;FXYD2;ATP1B3;SLC25A10;ATP1B1;GLS
KEGG_2021_Human	RNA degradation	30/79	2.028814e-01	9.999967e-01	0	0	1.245566e+00	1.986845e+00	DDX6;ZCCHC7;DIS3L;PARN;TENT4B;HSPD1;EXOSC7;EXOSC6;EXOSC5;EXOSC10;EXOSC9;DHX36;EXOSC3;DCPS;EXOSC2;EXOSC1;CNOT6L;CNOT10;LSM4;LSM2;CNOT4;CNOT6;LSM7;PFKL;CNOT7;LSM6;CNOT9;PFKM;DCP1B;MPHOSPH6
KEGG_2021_Human	Sulfur metabolism	5/10	2.057947e-01	9.999967e-01	0	0	2.033384e+00	3.214529e+00	MPST;TST;ETHE1;BPNT2;BPNT1
KEGG_2021_Human	Fatty acid biosynthesis	8/18	2.133260e-01	9.999967e-01	0	0	1.626841e+00	2.513361e+00	MECR;OXSM;ACSBG1;HTD2;ACSF3;HSD17B8;MCAT;CBR4
KEGG_2021_Human	Allograft rejection	15/38	2.450456e-01	9.999967e-01	0	0	1.326351e+00	1.865262e+00	CD86;CD80;HLA-DMA;HLA-DMB;CD40LG;IFNG;CD28;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Primary immunodeficiency	15/38	2.450456e-01	9.999967e-01	0	0	1.326351e+00	1.865262e+00	CIITA;CD8B2;CD3D;UNG;CD40LG;CD8B;CD8A;LCK;RFX5;RFXAP;BLNK;ICOS;IL7R;ADA;RAG1
KEGG_2021_Human	Sulfur relay system	4/8	2.513134e-01	9.999967e-01	0	0	2.033227e+00	2.807997e+00	MPST;MOCS2;MOCS3;TST
KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	11/27	2.525390e-01	9.999967e-01	0	0	1.398077e+00	1.924018e+00	FADS2;HACD1;SCP2;ELOVL4;ACOT2;HSD17B4;ACOT1;ELOVL6;ELOVL7;HACD2;FADS1
KEGG_2021_Human	Arginine and proline metabolism	19/50	2.688138e-01	9.999967e-01	0	0	1.246498e+00	1.637569e+00	GAMT;ARG2;MAOB;GOT1;SMOX;GOT2;AZIN2;PYCR2;PYCR3;AGMAT;ALDH3A2;ALDH4A1;GATM;ALDH1B1;SMS;CKB;PRODH;L3HYPDH;ALDH9A1
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	5/11	2.800304e-01	9.999967e-01	0	0	1.694360e+00	2.156678e+00	VKORC1;COQ3;NQO1;VKORC1L1;COQ6
KEGG_2021_Human	Terpenoid backbone biosynthesis	9/22	2.804429e-01	9.999967e-01	0	0	1.407741e+00	1.789781e+00	FDPS;NUS1;ICMT;MVK;HMGCS1;PMVK;PDSS2;ACAT2;PCYOX1
KEGG_2021_Human	Purine metabolism	46/129	2.865064e-01	9.999967e-01	0	0	1.127390e+00	1.409231e+00	GUCY1B1;PDE3B;AK2;GMPS;ADK;PRUNE1;NUDT2;AK3;AK5;NTPCR;FHIT;HDDC3;ADCY6;NME1-NME2;NT5C;NT5E;NT5M;PDE6B;PDE8B;PDE8A;GUCY1A1;ADSL;RRM1;PDE6G;NME2;NME3;PAICS;DCK;APRT;NME1;NUDT9;NT5C3B;NME7;IMPDH2;PDE3A;ADSS1;PDE5A;ADSS2;NT5C1B-RDH14;PDE7B;ADPRM;PDE7A;GART;PDE9A;ADA;ITPA
KEGG_2021_Human	Oxidative phosphorylation	47/133	3.096534e-01	9.999967e-01	0	0	1.111635e+00	1.303172e+00	NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFA12;NDUFB11;NDUFB5;COX4I1;NDUFB4;NDUFA10;COX17;ATP5MC2;ATP5MC3;UQCR11;UQCR10;ATP5MC1;ATP5F1A;ATP5F1B;ATP6V0A2;COX11;UQCRFS1;CYC1;NDUFV3;NDUFV2;ATP6V0E2;ATP6V1E2;NDUFV1;ATP5MF;COX10;NDUFA9;NDUFA8;NDUFA7;ATP6V1G2;ATP5PD;NDUFA3;NDUFA2;NDUFC1;SDHA;COX7A2L;NDUFS8;NDUFS7;PPA1;NDUFS6;NDUFAB1;NDUFS3
KEGG_2021_Human	Phosphonate and phosphinate metabolism	3/6	3.125392e-01	9.999967e-01	0	0	2.033070e+00	2.364513e+00	PCYT1B;PCYT2;SELENOI
KEGG_2021_Human	Type I diabetes mellitus	16/43	3.287749e-01	9.999967e-01	0	0	1.205001e+00	1.340422e+00	CD86;CD80;PTPRN;HSPD1;HLA-DMA;HLA-DMB;IFNG;CD28;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Hematopoietic cell lineage	35/99	3.418624e-01	9.999967e-01	0	0	1.112174e+00	1.193748e+00	ITGB3;ITGA2B;CD1E;CD3G;CD1D;CD1C;CD3D;CD1A;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DOB;HLA-DQA1;CD33;HLA-DPA1;CR2;ITGA4;GP1BB;ITGA2;CD8B2;GP9;CD8B;CD8A;IL7;IL2RA;KIT;HLA-DPB1;HLA-DRA;CD9;ITGA6;IL7R;MS4A1;CD22;HLA-DRB1;HLA-DQB1
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	10/26	3.423568e-01	9.999967e-01	0	0	1.270786e+00	1.362158e+00	PIGU;PIGT;PIGN;PIGA;PIGP;PIGZ;PIGM;PIGL;PIGY;PIGH
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	38/108	3.457406e-01	9.999967e-01	0	0	1.104011e+00	1.172533e+00	POP5;POP7;POP1;NVL;POP4;RPP30;WDR3;FCF1;SNU13;WDR43;RRP7A;EMG1;XPO1;BMS1;GAR1;RIOK1;UTP14A;RPP38;UTP15;NOP56;WDR36;NOP58;CSNK2A1;IMP3;EFL1;RPP40;WDR75;IMP4;GNL2;UTP18;GTPBP4;RPP25L;RCL1;LSG1;DKC1;NHP2;MPHOSPH10;RAN
KEGG_2021_Human	Cell cycle	43/124	3.751507e-01	9.999967e-01	0	0	1.079554e+00	1.058424e+00	HDAC2;MCM7;HDAC1;CUL1;SMC3;PKMYT1;CDC14A;ANAPC10;CDC14B;ANAPC11;CCNB3;ORC5;CDC23;YWHAQ;CHEK2;ORC2;E2F1;BUB3;SKP2;E2F5;SMAD2;CDKN2A;PLK1;CDC7;SMC1A;RBL2;WEE1;CDK6;DBF4;RBL1;ESPL1;CDC16;CDK2;MCM3;ANAPC4;MCM4;ANAPC5;ATM;MCM5;MCM6;MAD1L1;ATR;MCM2
KEGG_2021_Human	Graft-versus-host disease	15/42	4.085828e-01	9.999967e-01	0	0	1.129517e+00	1.010986e+00	CD86;CD80;HLA-DMA;HLA-DMB;IFNG;CD28;HLA-DPB1;HLA-DRA;KLRC1;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Synthesis and degradation of ketone bodies	4/10	4.309463e-01	9.999967e-01	0	0	1.355282e+00	1.140839e+00	BDH2;HMGCS1;OXCT1;ACAT2
KEGG_2021_Human	Butanoate metabolism	10/28	4.483131e-01	9.999967e-01	0	0	1.129419e+00	9.060914e-01	HADHA;ECHS1;BDH2;HMGCS1;OXCT1;EHHADH;HADH;ACADS;AACS;ACAT2
KEGG_2021_Human	Asthma	11/31	4.492388e-01	9.999967e-01	0	0	1.118127e+00	8.947263e-01	HLA-DMA;HLA-DMB;CD40LG;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Glycine, serine and threonine metabolism	14/40	4.509868e-01	9.999967e-01	0	0	1.094678e+00	8.717111e-01	DMGDH;GAMT;MAOB;SHMT2;SHMT1;GCSH;GRHPR;SRR;GATM;PSAT1;CTH;SARDH;PHGDH;PSPH
KEGG_2021_Human	Glycerolipid metabolism	21/61	4.521386e-01	9.999967e-01	0	0	1.067330e+00	8.472105e-01	PNLIPRP1;AGPAT5;DGKE;MOGAT2;AGK;AKR1A1;AKR1B1;LCLAT1;AGPAT4;ALDH3A2;PLPP5;ALDH1B1;GPAM;GPAT4;PNPLA3;LPIN1;PLPP2;DGKI;MGLL;PLPP1;ALDH9A1
KEGG_2021_Human	Cysteine and methionine metabolism	17/50	4.916464e-01	9.999967e-01	0	0	1.047219e+00	7.435206e-01	MPST;DNMT1;AHCY;GOT1;MDH1;GSS;GOT2;APIP;MRI1;MTAP;TST;ADI1;PSAT1;CTH;SMS;PHGDH;ENOPH1
KEGG_2021_Human	Pyruvate metabolism	16/47	4.927074e-01	9.999967e-01	0	0	1.049203e+00	7.426681e-01	FH;PDHA1;MDH1;GLO1;AKR1A1;PDHB;ACYP1;ACAT2;ADH5;ALDH3A2;GRHPR;PC;ALDH1B1;ME3;DLAT;ALDH9A1
KEGG_2021_Human	Fructose and mannose metabolism	11/33	5.478258e-01	9.999967e-01	0	0	1.016327e+00	6.116238e-01	GMPPB;PFKFB1;PFKL;TPI1;PMM1;SORD;AKR1B1;ALDOC;GFUS;PFKM;KHK
KEGG_2021_Human	beta-Alanine metabolism	10/30	5.517860e-01	9.999967e-01	0	0	1.016325e+00	6.043018e-01	ALDH3A2;HADHA;ALDH6A1;ECHS1;ALDH1B1;SMOX;EHHADH;ACADS;HIBCH;ALDH9A1
KEGG_2021_Human	Histidine metabolism	7/22	6.246089e-01	9.999967e-01	0	0	9.484922e-01	4.463885e-01	ALDH3A2;CARNMT1;MAOB;ALDH1B1;AMDHD1;HNMT;ALDH9A1
KEGG_2021_Human	Lysine degradation	20/63	6.285649e-01	9.999967e-01	0	0	9.452295e-01	4.388852e-01	SUV39H2;GCDH;COLGALT2;ECHS1;KMT5C;SUV39H1;SETDB2;PLOD2;ACAT2;CAMKMT;ALDH3A2;HADHA;HYKK;ALDH1B1;EHHADH;NSD2;SMYD2;HADH;AASS;ALDH9A1
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	11/35	6.390679e-01	9.999967e-01	0	0	9.314943e-01	4.170715e-01	NT5C;NT5E;NNT;QPRT;SIRT4;NT5M;NMNAT3;NT5C1B-RDH14;SIRT1;NUDT12;SIRT3
KEGG_2021_Human	Phenylalanine, tyrosine and tryptophan biosynthesis	2/6	6.417495e-01	9.999967e-01	0	0	1.016305e+00	4.507896e-01	GOT1;GOT2
KEGG_2021_Human	mRNA surveillance pathway	31/98	6.481778e-01	9.999967e-01	0	0	9.401757e-01	4.076510e-01	HBS1L;RBM8A;RNMT;CSTF3;EIF4A3;CSTF2;CSTF2T;GSPT1;PNN;PPP1CC;PPP2R1B;FIP1L1;CSTF1;BCL2L2-PABPN1;CPSF6;RNGTT;NCBP1;NCBP2;ALYREF;CPSF3;PYM1;UPF3B;UPF3A;PPP2R5C;PPP2R3A;MAGOHB;SRRM1;DDX19A;NUDT21;DDX19B;TARDBP
KEGG_2021_Human	Tryptophan metabolism	13/42	6.654564e-01	9.999967e-01	0	0	9.109903e-01	3.710301e-01	GCDH;TPH1;ECHS1;MAOB;KMO;ACAT2;ALDH3A2;HADHA;ALDH1B1;EHHADH;AFMID;HADH;ALDH9A1
KEGG_2021_Human	Non-homologous end-joining	4/13	6.676893e-01	9.999967e-01	0	0	9.033193e-01	3.648799e-01	XRCC6;RAD50;MRE11;NHEJ1
KEGG_2021_Human	Ubiquitin mediated proteolysis	44/140	6.817965e-01	9.999967e-01	0	0	9.311492e-01	3.566525e-01	PRKN;DET1;UBE2D2;CUL1;KEAP1;UBE3A;KLHL13;PRPF19;ANAPC10;RHOBTB1;ANAPC11;CDC23;HERC1;UBB;UBE2Q2;VHL;SKP2;UBE2I;PPIL2;FBXW8;SMURF2;FBXW7;FANCL;SIAH1;UBE2E2;WWP1;UBE2G2;MID1;PIAS2;DDB1;UBE2S;CDC16;UBE2N;ANAPC4;UBA2;ERCC8;ANAPC5;NHLRC1;BIRC6;STUB1;TRIM37;SAE1;UBE2K;BIRC3
KEGG_2021_Human	Parkinson disease	79/249	6.856330e-01	9.999967e-01	0	0	9.438892e-01	3.562358e-01	NDUFA13;NDUFA11;NDUFA12;COX4I1;NDUFA10;PARK7;PSMD8;TUBA1B;PSMD7;TUBB1;PSMD1;UQCRFS1;PRKACB;SLC18A2;TUBB;NDUFC1;SDHA;PSMA5;COX7A2L;TUBB2A;NDUFS8;NDUFS7;NDUFS6;VDAC3;NDUFS3;VDAC2;VDAC1;SLC25A5;SLC25A4;ATF4;PRKN;NDUFB9;CAMK2D;NDUFB8;NDUFB7;MAOB;NDUFB10;NDUFB11;NDUFB5;NDUFB4;ATP5MC2;ATP5MC3;UQCR11;UQCR10;GNAI1;PSMA8;ATP5MC1;PSMB6;PSMB7;MAPK9;ATP5F1A;TUBA3D;MAPK8;ATP5F1B;UBB;CYC1;NDUFV3;NDUFV2;NDUFV1;NDUFA9;TRAP1;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA3;NDUFA2;EIF2AK3;SEPTIN5;UBE2G2;SEM1;PSMC5;PSMC3;PSMC4;NDUFAB1;CYCS;CALM3;CALM1;TUBA8
KEGG_2021_Human	Base excision repair	10/33	6.897407e-01	9.999967e-01	0	0	8.835628e-01	3.281902e-01	POLE4;NEIL2;PARP1;MPG;NTHL1;PARP2;POLD1;APEX1;POLE3;UNG
