Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Interleukin-6 Production (GO:0032675)	36/114	2.150127e-05	6.928015e-03	0	0	2.464236e+00	2.648412e+01	EOLA1;C5AR2;GBA1;BCL10;NOD2;LILRA2;PYCARD;CLEC7A;HYAL2;PLCG2;SIRPA;NCKAP1L;IL6R;IL10;AKIRIN2;SYK;STAT3;HLA-B;CYBA;IL16;IRAK3;LILRB2;IL17RA;MAPK13;TLR1;NLRP12;TYROBP;MAPKAPK2;TLR9;TLR8;GHRL;PTPN6;ARHGEF2;LCP1;TLR4;MYD88
GO_Biological_Process_2023	Autophagosome Assembly (GO:0000045)	24/65	2.983947e-05	8.973722e-03	0	0	3.120340e+00	3.251294e+01	BECN1;RAB1A;STX12;GABARAPL1;UBXN2B;WDR45B;SMURF1;MAP1LC3B2;WIPI1;WIPI2;ATG13;RAB43;VMP1;NSFL1C;MAP1LC3B;MAP1LC3A;ATG16L2;RAB35;TOM1;MFN2;ULK1;ATG7;UBQLN2;ATG2B
GO_Biological_Process_2023	Positive Regulation Of Response To External Stimulus (GO:0032103)	44/155	5.410839e-05	1.525518e-02	0	0	2.117661e+00	2.080501e+01	CEBPA;LRSAM1;GRN;MGST2;FPR2;NLRC4;MEFV;PPM1F;PYCARD;THBD;LGALS1;HYAL2;CASP4;NFKBIZ;S100A12;EMILIN2;FADD;STX3;SLC15A4;AKIRIN2;PLA2G2A;OSM;CYBA;IL16;USF1;IL17RA;TNFRSF1A;MAPK13;NFKBIA;PLSCR1;NLRP12;AIM2;TNIP1;NINJ1;TLR9;TLR8;ADAM8;LCP1;S100A9;RNF185;TLR4;NAIP;S100A8;TRIM56
GO_Biological_Process_2023	Autophagosome Organization (GO:1905037)	22/61	9.519426e-05	2.260859e-02	0	0	3.005444e+00	2.782918e+01	BECN1;RAB1A;STX12;GABARAPL1;UBXN2B;WDR45B;MAP1LC3B2;WIPI1;WIPI2;ATG13;RAB43;VMP1;NSFL1C;MAP1LC3B;MAP1LC3A;ATG16L2;RAB35;ULK1;SPG11;ATG7;UBQLN2;ATG2B
GO_Biological_Process_2023	Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397)	6/7	9.607744e-05	2.260859e-02	0	0	3.187749e+01	2.948781e+02	LYN;STAT5A;PTPN1;STAT5B;STAT3;STAT6
GO_Biological_Process_2023	Plasma Membrane To Endosome Transport (GO:0048227)	6/7	9.607744e-05	2.260859e-02	0	0	3.187749e+01	2.948781e+02	USP6NL;RAB5B;RAB5C;SORT1;RAB35;RAB11A
GO_Biological_Process_2023	Regulation Of Establishment Of T Cell Polarity (GO:1903903)	5/5	1.002376e-04	2.260859e-02	0	0	8.413500e+04	7.747123e+05	RIPOR2;GSN;DOCK8;ABL2;FLOT2
GO_Biological_Process_2023	Protein Transport (GO:0015031)	75/313	1.176463e-04	2.527154e-02	0	0	1.687420e+00	1.526748e+01	ARF4;ARF1;LRSAM1;STEAP3;SYS1;RAB3D;CLTC;RAB43;CHMP1A;LAMP2;ARL6IP5;TOM1;TIMM17B;TMED1;GOLGA7;SIL1;RAB8A;RAB8B;NSF;ARL11;ARRDC1;PRKCB;VPS33A;VPS33B;LMTK2;ARFGAP3;DNM2;RAB32;ARL4C;RAB31;RAB35;TXNIP;MYH9;ARHGEF2;PHAF1;ARF5;ABCG1;MACF1;STX12;RAB1A;COPA;RAB5B;RAB5C;LMAN2L;STXBP3;STX16;UNC93B1;STXBP2;SEL1L;VPS26C;STX10;DENND10P1;SNX1;GGA3;SNX27;KIF3B;MYO6;RAB24;STX6;STX5;STX3;CTSA;BBS1;RIC1;SURF4;LAPTM5;ARCN1;EHD1;VMP1;SNX18;GOLPH3;PPT1;CHMP2A;UNC119;COPG1
GO_Biological_Process_2023	Vesicle Fusion (GO:0006906)	26/79	1.347296e-04	2.762569e-02	0	0	2.614793e+00	2.330367e+01	STX12;STX16;VPS4A;STX10;CLN3;CHMP1A;VPS8;TOM1;STX6;VTI1A;STX5;RAB8A;VPS39;RAB8B;VPS16;VPS18;UVRAG;VPS33A;VPS33B;PIKFYVE;RUBCNL;CHMP2A;PLEKHM1;VAMP1;CHMP5;VAMP3
GO_Biological_Process_2023	Lysosome Organization (GO:0007040)	17/43	1.609007e-04	3.155752e-02	0	0	3.480757e+00	3.040345e+01	VPS18;GRN;SNAPIN;LRRK2;GAA;VPS33A;TFEB;GBA1;CORO1A;TPCN2;TMEM165;CLN3;FHIP1B;ACP3;LAMTOR1;SPG11;ARSB
GO_Biological_Process_2023	Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)	12/25	1.693818e-04	3.183672e-02	0	0	4.910033e+00	4.263556e+01	PYCARD;BCL2L11;BIK;TNFSF10;PLAUR;PPIF;CIDEB;BAX;BAK1;BID;MMP9;BBC3
GO_Biological_Process_2023	Response To Cytokine (GO:0034097)	36/125	1.806420e-04	3.240587e-02	0	0	2.158249e+00	1.860193e+01	IFITM3;HDAC4;NFAT5;IFITM1;SP100;IFITM2;CALCOCO2;CXCR4;ADAR;MEFV;CXCL16;RELB;NUB1;IRAK2;TIMP2;IL6R;MCL1;IFNAR2;IL1R1;SLC11A1;IRAK3;NFKB1;RHOA;CDK9;CH25H;PLSCR1;NLRP12;MAPKAPK3;SELL;ALDH1A2;MAPKAPK2;REL;ADAM9;HCLS1;MYD88;TRIM56
GO_Biological_Process_2023	Regulation Of Intracellular Signal Transduction (GO:1902531)	71/297	1.896281e-04	3.240587e-02	0	0	1.681289e+00	1.440940e+01	ARHGAP9;DOCK8;LRRK2;PTEN;GBA1;PYCARD;PREX1;AKAP13;FLCN;TRIM6;RASSF2;PIP4P1;CPNE1;WWC3;EP300;KMT5A;ARHGEF40;ARHGEF11;PLEKHG3;PRMT5;RALBP1;PDPK1;DAPK2;ARAP1;VAV1;MOB3B;RNF41;TIAM2;CEACAM1;RRAGC;KAT6A;SPATA13;RHOU;ARHGEF2;DOCK2;SQSTM1;CRK;PHLPP1;RNF34;ARHGAP19;STK4;STYXL1;STK3;FGD3;GNA13;FGD4;PAK1;NUAK2;RRAS;CLEC7A;TMEM127;PLCG2;PIP5K1A;GPAT3;RFFL;PAK2;MAP4K4;MAP2K6;LYN;CARD8;ARHGAP29;MYO9B;ARHGAP27;ARHGAP26;VEGFA;NFKBIA;BST1;NLRP12;ARHGAP30;TAOK3;GRB2
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	22/64	2.133573e-04	3.240587e-02	0	0	2.790271e+00	2.358488e+01	BCAP31;SYK;BAD;CARD8;HTRA2;CIDEB;BCL10;NLRC4;MEFV;PPM1F;CASP9;PYCARD;AIM2;ASPH;IFI16;CLEC7A;ARL6IP5;TNFSF10;BAK1;FADD;CTSD;MAP3K5
GO_Biological_Process_2023	Positive Regulation Of Endopeptidase Activity (GO:0010950)	13/29	2.154609e-04	3.240587e-02	0	0	4.322449e+00	3.649327e+01	LYN;PSENEN;PRELID1;CR1;STAT3;MEFV;VSIR;APH1A;PYCARD;NCSTN;APH1B;AIM2;PSME3
GO_Biological_Process_2023	Vacuolar Acidification (GO:0007035)	13/29	2.154609e-04	3.240587e-02	0	0	4.322449e+00	3.649327e+01	ATP6V1A;GRN;ATP6V0B;ATP6V0E1;SLC11A1;TCIRG1;TMEM199;CLN3;DMXL2;ATP6V1B2;PPT1;ATP6V0D1;ATP6V0A1
GO_Biological_Process_2023	Pattern Recognition Receptor Signaling Pathway (GO:0002221)	20/56	2.273821e-04	3.240587e-02	0	0	2.958558e+00	2.481898e+01	FCN1;CGAS;BCL10;NLRC4;NOD2;MEFV;PYCARD;TLR1;MAPKAPK3;MAPKAPK2;TLR9;PLCG2;TRIM25;TLR8;CD14;ALPK1;CLEC4E;TLR5;TLR4;NAIP
GO_Biological_Process_2023	Cellular Response To Lectin (GO:1990858)	10/19	2.298798e-04	3.240587e-02	0	0	5.907893e+00	4.949606e+01	LYN;CREBBP;PAK1;TYROBP;SYK;CLEC7A;PLCG2;EP300;KLRD1;PAK2
GO_Biological_Process_2023	Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	10/19	2.298798e-04	3.240587e-02	0	0	5.907893e+00	4.949606e+01	LYN;CREBBP;PAK1;TYROBP;SYK;CLEC7A;PLCG2;EP300;KLRD1;PAK2
GO_Biological_Process_2023	Innate Immune Response-Activating Signaling Pathway (GO:0002758)	9/16	2.475348e-04	3.383726e-02	0	0	6.834929e+00	5.675697e+01	PYCARD;HCK;CGAS;NLRC4;NOD2;LILRA2;MEFV;CLEC4E;NAIP
GO_Biological_Process_2023	Positive Regulation Of Cellular Catabolic Process (GO:0031331)	40/146	2.631076e-04	3.490818e-02	0	0	2.013984e+00	1.660116e+01	GSK3B;BECN1;GSK3A;LRRK2;IRS2;PSEN1;ZC3HAV1;PIK3CB;MEFV;SLC4A4;HIF1A;TRIM8;FLCN;TRIM6;KAT5;TRIM5;PHKG2;ZSWIM8;TRIM22;SH3GLB1;UPF1;PTPN1;BAD;INSR;PRKCD;TFEB;LAPTM5;ARNT;TNFRSF1B;ATG13;CCNY;ADAM9;ADAM8;ULK1;TRIM38;DAGLB;ATF6;SQSTM1;PLIN5;TRIM34
GO_Biological_Process_2023	Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)	16/41	2.974536e-04	3.732056e-02	0	0	3.406170e+00	2.765896e+01	PRELID1;BAD;BIK;HGF;PLAUR;CIDEB;NOL3;MMP9;BBC3;PYCARD;BCL2L11;TNFSF10;PPIF;BAX;BAK1;BID
GO_Biological_Process_2023	Lysosomal Transport (GO:0007041)	31/105	3.045916e-04	3.732056e-02	0	0	2.233656e+00	1.808489e+01	BECN1;PXK;GRN;MGRN1;VPS4A;DENND3;CLN3;GGA3;LAMP1;AP1G1;FHIP1B;PSAP;CHMP1A;EPG5;VPS39;ARSB;VPS16;VPS18;SNAPIN;SORT1;VPS33A;VPS33B;LAPTM5;RBSN;SORL1;IGF2R;RHOB;NEDD4;CHMP2A;PLEKHM1;CHMP5
GO_Biological_Process_2023	Actin Polymerization Or Depolymerization (GO:0008154)	19/53	3.061097e-04	3.732056e-02	0	0	2.975372e+00	2.407542e+01	WASHC5;SVIL;GSN;WDR1;WIPF1;AVIL;FLII;TWF2;CAPG;PREX1;PSTPIP1;CATIP;MICAL1;CFL1;MSRB2;GHRL;RAC1;GAS7;MSRB1
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	13/30	3.252842e-04	3.843650e-02	0	0	4.067945e+00	3.266890e+01	SPI1;CRADD;SORT1;TNFRSF10C;TNFRSF10B;FASLG;ZDHHC3;DEDD2;TNFRSF1A;CASP10;BAX;FADD;BID
GO_Biological_Process_2023	Amyloid-Beta Formation (GO:0034205)	6/8	3.323040e-04	3.843650e-02	0	0	1.593780e+01	1.276531e+02	APH1A;PSENEN;NCSTN;APH1B;DYRK1A;PSEN1
GO_Biological_Process_2023	Establishment Of Mitotic Spindle Localization (GO:0040001)	14/34	3.670116e-04	4.138973e-02	0	0	3.724248e+00	2.945924e+01	HDAC3;UBXN2B;DYNLT1;FBXW11;NDE1;NSFL1C;KAT5;INSC;MAPRE1;CLASP1;KPNB1;CDK5RAP2;ENKD1;NDEL1
GO_Biological_Process_2023	Positive Regulation Of Mitochondrion Organization (GO:0010822)	20/58	3.884643e-04	4.274055e-02	0	0	2.802511e+00	2.200898e+01	GSK3B;GSK3A;RALBP1;BAD;BIK;PLAUR;MUL1;HTRA2;CIDEB;MMP9;BBC3;CAMKK2;PYCARD;BCL2L11;TNFSF10;PPIF;BAX;BAK1;BID;MARCHF5
GO_Biological_Process_2023	Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	25/80	4.416228e-04	4.593990e-02	0	0	2.421740e+00	1.870807e+01	CEBPA;RGS14;PTEN;GBA1;PTPRJ;PIK3CB;MACROH2A1;SLC8A1;PYCARD;HHEX;HYAL2;PRKAR2A;STK38;SH2B3;HEXIM1;LYN;PTPN1;CD300A;DUSP1;GADD45A;PRKCD;IRAK3;SORL1;LATS2;PRKAR1A
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway (GO:0097191)	22/67	4.452250e-04	4.593990e-02	0	0	2.603787e+00	2.009325e+01	GSK3B;GSK3A;BCL2A1;CRADD;PDPK1;BAD;SORT1;TNFRSF10B;FASLG;TNFRSF1B;HIPK1;RNF41;TNFRSF1A;DEDD2;CASP10;CASP2;BAX;BAK1;FADD;BID;IL6R;MCL1
GO_Biological_Process_2023	Neutrophil Activation Involved In Immune Response (GO:0002283)	7/11	4.582788e-04	4.593990e-02	0	0	9.298879e+00	7.149009e+01	FCER1G;TYROBP;STXBP3;SYK;STXBP2;DNASE1;LILRA2
GO_Biological_Process_2023	Regulation Of Cytoplasmic Transport (GO:1903649)	7/11	4.582788e-04	4.593990e-02	0	0	9.298879e+00	7.149009e+01	DENND10P1;MAP2K1;MAP2K2;LRRK2;MAPK1;DNAJC13;MAPK3
GO_Biological_Process_2023	Positive Regulation Of Interleukin-6 Production (GO:0032755)	24/76	4.801860e-04	4.645378e-02	0	0	2.458656e+00	1.878742e+01	AKIRIN2;SYK;STAT3;CYBA;IL16;BCL10;NOD2;LILRB2;LILRA2;IL17RA;MAPK13;PYCARD;TLR1;TYROBP;CLEC7A;HYAL2;TLR9;PLCG2;TLR8;ARHGEF2;LCP1;IL6R;TLR4;MYD88
GO_Biological_Process_2023	Regulation Of Superoxide Anion Generation (GO:0032928)	8/14	4.840008e-04	4.645378e-02	0	0	7.086256e+00	5.409240e+01	ITGAM;TYROBP;SYK;CLEC7A;ITGB2;PRKCD;FPR2;CD177
GO_Biological_Process_2023	TRAIL-activated Apoptotic Signaling Pathway (GO:0036462)	5/6	5.220238e-04	4.805815e-02	0	0	2.655619e+01	2.007063e+02	SPI1;TNFRSF10C;TNFRSF10B;FADD;ZDHHC3
GO_Biological_Process_2023	Copper Ion Import (GO:0015677)	5/6	5.220238e-04	4.805815e-02	0	0	2.655619e+01	2.007063e+02	STEAP3;ATP7B;STEAP4;SLC31A2;SLC31A1
GO_Biological_Process_2023	Positive Regulation Of Inflammatory Response (GO:0050729)	30/104	5.821439e-04	5.252102e-02	0	0	2.160915e+00	1.609621e+01	CEBPA;GRN;MGST2;NLRC4;MEFV;PYCARD;LGALS1;HYAL2;CASP4;NFKBIZ;PLCG2;S100A12;PLA2G2A;OSM;IL16;IL17RA;TNFRSF1A;MAPK13;NFKBIA;NLRP12;AIM2;TNIP1;NINJ1;TLR9;ADAM8;LCP1;S100A9;TLR4;NAIP;S100A8
GO_Biological_Process_2023	Endocytic Recycling (GO:0032456)	21/64	6.013698e-04	5.283770e-02	0	0	2.600519e+00	1.928623e+01	STX12;ANKRD27;ATP6AP1;STX16;DENND1A;SNX12;VPS26C;LMTK2;VPS13B;WASH2P;BLTP1;ARL4C;EHD1;SNX27;RAB35;STX6;VTI1A;CCDC93;ANKRD50;VPS39;RAB11FIP4
GO_Biological_Process_2023	Endomembrane System Organization (GO:0010256)	49/196	6.123870e-04	5.283770e-02	0	0	1.779770e+00	1.316700e+01	USP6NL;WASHC5;UBXN2B;LRRK2;SNX10;LMNB1;SYNE1;GOLGA2;RAB43;GOLGA8CP;TRAPPC12;TMED1;RAB8A;PLEKHJ1;DYNC2H1;GOLGA8S;VPS18;BCAS3;JAGN1;CR1;COG4;VPS33B;VPS13B;CSNK1D;LEMD2;GOLGA8G;TBC1D20;GORASP1;SQSTM1;RAB1A;VPS4A;TOR1AIP2;SYNGR2;FHIP1B;CLASP1;TOR1A;SURF4;OSBPL2;DNAJC13;TOR1B;VMP1;GOLGA6A;NSFL1C;GOLPH3;NPLOC4;VAPA;VAPB;TMCC1;LAMTOR1
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	31/109	6.207932e-04	5.283770e-02	0	0	2.118604e+00	1.564486e+01	VCP;HIP1;HTRA2;FASLG;BCL10;NLRC4;PPM1F;BBC3;PYCARD;CASP9;CLEC7A;CASP10;ARL6IP5;TNFSF10;CASP2;BID;CTSD;MAP3K5;BCAP31;GSN;CRADD;SYK;BAD;CARD8;LAPTM5;MUL1;NLRP12;ST20;BAX;S100A9;S100A8
GO_Biological_Process_2023	Lytic Vacuole Organization (GO:0080171)	14/36	7.320158e-04	6.048773e-02	0	0	3.385277e+00	2.444071e+01	VPS18;GRN;SNAPIN;LRRK2;GAA;TFEB;GBA1;TPCN2;CLN3;FHIP1B;ACP3;LAMTOR1;SPG11;ARSB
GO_Biological_Process_2023	Negative Regulation Of Protein Localization (GO:1903828)	15/40	7.498467e-04	6.048773e-02	0	0	3.192274e+00	2.297046e+01	GSK3B;RIPOR2;LEPROT;VCP;SPI1;UBXN2B;RNF4;MACROH2A1;YWHAZ;CDK9;FLCN;NSFL1C;LATS2;CTNNA1;ANKRD13A
GO_Biological_Process_2023	Apoptotic Process (GO:0006915)	55/228	7.509006e-04	6.048773e-02	0	0	1.698083e+00	1.221642e+01	CSRNP1;AHCYL1;HIP1;ITGB2;FASLG;DDX41;TNFAIP1;HK2;BBC3;PYCARD;CASP9;TCHP;CASP5;CASP10;CASP4;EP300;CASP2;ZNF443;DAPK2;DAPK3;PRKCD;KREMEN1;RHOB;TGFBR2;PLSCR1;RRAGC;ADORA2A;ELMO1;NDUFS1;RAF1;GAPDH;NOTCH2;BRAT1;CXCR4;STK4;STK3;BCL2L11;PLAGL1;CD14;FADD;BAK1;BID;RELT;TNFSF14;GADD45A;BIK;BAD;CIDEB;TNFRSF10B;CFLAR;NFKBIA;CD2;BAX;MYD88;BNIPL
GO_Biological_Process_2023	Regulation Of Lysosomal Lumen pH (GO:0035751)	11/25	8.006538e-04	6.336402e-02	0	0	4.177803e+00	2.978808e+01	ATP6V1A;TMEM199;CLN3;GRN;ATP6V0B;LRRK2;VPS33A;PPT1;TCIRG1;TMEM165;ATP6V0A1
